Hospital Name,Beds,City,State,Estimated Ventilators,Statewide Ventilators per Bed,place name,place_id,address,lat,lon
Northwestern Medicine Kishwaukee Hospital,98,DeKalb,IL,6.646066261701441,0.06781700267042287,Northwestern Medicine Kishwaukee Hospital,ChIJAQDQF5UqD4gROi0WCltOUmw,"1 Kish Hospital Dr, DeKalb, IL 60115, United States",41.9613282,-88.7224268
Palisades Medical Center,202,North Bergen,NJ,12.042416710099024,0.05961592430742092,Hackensack Meridian Health Palisades Medical Center,ChIJX1cBnXdYwokRMtZoy6JJx_Q,"7600 River Rd, North Bergen, NJ 07047, United States",40.7938889,-73.9958333
Pappas Rehabilitation Hospital for Children,0,Canton,MA,0.0,0.06894525511703066,Pappas Rehabilitation Hospital for Children,ChIJf8Fp56CB5IkRDO-ULLH3GY8,"3 Randolph St, Canton, MA 02021, United States",42.1759271,-71.1252413
Providence Holy Family Hospital,184,Spokane,WA,11.384251036116044,0.06187092954410895,Providence Holy Family Hospital - Spokane,ChIJeYSyuUsZnlQRNVwTYeHjHII,"5633 N Lidgerwood St, Spokane, WA 99208, United States",47.709683,-117.4070645
Providence Saint John's Health Center,266,Santa Monica,CA,20.75939261856257,0.07804282939309233,Providence Saint John's Health Center - Santa Monica Emergency Room,ChIJDcsPk0m7woARMLKEsvcRqWc,"2121 Santa Monica Blvd 1st Floor, Santa Monica, CA 90404, United States",34.0307921,-118.4796472
Providence Saint Joseph Medical Center,22,Polson,MT,0.8480117101732131,0.03854598682605514,Providence St. Joseph Medical Center - Polson,ChIJ-YULSexzZ1MRyoT3q13FoJU,"6 13th Ave E, Polson, MT 59860, United States",47.6822197,-114.1624467
Reading Hospital,724,West Reading,PA,51.13842980050168,0.07063319033218464,Reading Hospital,ChIJq6p6nyhxxokR5-i-RrWnjGk,"371-399 S 7th Ave, West Reading, PA 19611, United States",40.3301486,-75.9506332
Rehabilitation Hospital of Bristol,25,Bristol,VA,1.6610220141448349,0.0664408805657934,The Rehabilitation Hospital of Southwest Virginia,ChIJNV1b1vWdWogRg1k-kaUYh9c,"103 North St, Bristol, VA 24201, United States",36.5970965,-82.2168085
RMC Stringfellow Memorial Hospital,125,Anniston,AL,6.545620126358927,0.052364961010871416,Stringfellow Memorial Hospital,ChIJDQi2-byzi4gR68YrRRmcoiw,"301 E 18th St, Anniston, AL 36207, United States",33.6682403,-85.8235966
Rocky Mountain Regional VA Medical Center,0,Aurora,CO,0.0,0.07619762977800032,Rocky Mountain Regional VA Medical Center,ChIJAQBArB18bIcRvZyKBegOCB8,"1700 N Wheeling St, Aurora, CO 80045, United States",39.7448593,-104.8304519
Santa Fe Indian Hospital,4,Santa Fe,NM,0.3022295623451693,0.07555739058629232,Santa Fe Indian Hospital,ChIJ86C94IFaGIcRcNKLD6LFcfo,"1700 Cerrillos Rd, Santa Fe, NM 87505, United States",35.6681549,-105.9702698
Spectrum Health Zeeland Community Hospital,55,Zeeland,MI,3.6051174675278586,0.06554759031868834,Spectrum Health Zeeland Community Hospital,ChIJh0jPxu2UGYgRzPS_rQ4Q6Qw,"8333 Felch St, Zeeland, MI 49464, United States",42.82139799999999,-85.9878267
St. Joseph's Healthcare and Rehab Center,0,Cedar Grove,NJ,0.0,0.05961592430742092,St. Joseph’s Healthcare and Rehab Center,ChIJq6qqqp3-wokRT6BDgAxO5QA,"315 E Lindsley Rd, Cedar Grove, NJ 07009, United States",40.8696817,-74.22447489999999
Texas Health Presbyterian Hospital of Rockwall,53,Rockwall,TX,3.7735777164630138,0.07119957955590593,Texas Health Presbyterian Hospital Rockwall,ChIJ96I8u0OqToYR91Qgh9fxnms,"3150 Horizon Rd, Rockwall, TX 75032, United States",32.8843477,-96.46626889999999
The University of Texas Medical Branch Health Angleton Danbury Campus,62,Angleton,TX,4.414373932466168,0.07119957955590593,UTMB Health Angleton Danbury Campus,ChIJa_OQKZBdQIYR2nG3t7mKqLk,"132 E Hospital Dr, Angleton, TX 77515, United States",29.1841562,-95.4044298
Unity Health - Harris Medical Center,121,Newport,AR,7.049516797054763,0.0582604693971468,Unity Health - Harris Medical Center,ChIJAQAA_1v004cR-8PtowBF2VQ,"1205 McLain St, Newport, AR 72112, United States",35.6084218,-91.2647442
University of Kansas Health System Saint Francis Campus,264,Topeka,KS,14.313924050632913,0.05421940928270042,The University of Kansas Health System St. Francis Campus,ChIJqfjdbvgCv4cRALz-rjjkl38,"1700 SW 7th St, Topeka, KS 66606, United States",39.0560566,-95.6961025
University of Missouri Women's and Children's Hospital,98,Columbia,MO,6.834886429819451,0.06974373907979033,Women's and Children's Hospital,ChIJsfst6Lu33IcROIGgioASNJ4,"404 N Keene St, Columbia, MO 65201, United States",38.9571318,-92.28898620000001
UPMC Cole,69,Coudersport,PA,4.87369013292074,0.07063319033218464,UPMC Cole,ChIJVwWiqdD8zYkRjzluOpYlAB8,"1001 E 2nd St, Coudersport, PA 16915, United States",41.7719137,-77.97980969999999
UPMC Hamot,421,Erie,PA,29.73657312984973,0.07063319033218464,UPMC Hamot,ChIJEQN7Le5_LYgRY9MZg7ZdL8g,"104 E 2nd St #5, Erie, PA 16507, United States",42.1340429,-80.08628540000001
UPMC Lititz,55,Lititz,PA,3.8848254682701553,0.07063319033218464,UPMC Lititz,ChIJt36PtogixokRgGnwsEwzKc8,"1500 Highlands Dr, Lititz, PA 17543, United States",40.1317239,-76.3116369
UPMC Magee-Womens Hospital,335,Pittsburgh,PA,23.662118761281853,0.07063319033218464,UPMC Magee-Womens Hospital,ChIJUb8HoadiNIgRxPmnicQm9ak,"300 Halket St, Pittsburgh, PA 15213, United States",40.4369808,-79.9607441
UT Health East Texas Rehabilitation Hospital,49,Tyler,TX,3.4887793982393904,0.07119957955590593,UT Health East Texas Rehabilitation Center,ChIJNypf-wXPSYYRxf0TFSXaFjc,"701 Olympic Plaza Circle, Tyler, TX 75701, United States",32.3369843,-95.29203659999999
VA Pittsburgh Healthcare System - H.J. Heinz Campus,0,Pittsburgh,PA,0.0,0.07063319033218464,VA Hospital H J Heinz Campus,ChIJUcqdYj3tNIgRFPdotR9QURs,"1010 Delafield Rd, Pittsburgh, PA 15215, United States",40.4942326,-79.8884789
VCU Community Memorial Hospital,206,South Hill,VA,13.68682139655344,0.0664408805657934,VCU Health Community Memorial Hospital,ChIJtfIKAGgIsokRpQ1ctVOlid8,"1755 N Mecklenburg Ave, La Crosse, VA 23950, United States",36.7503981,-78.1055573
West Tennessee Healthcare Rehabilitation Hospital Jackson,48,Jackson,TN,3.3899441340782124,0.07062383612662942,"West Tennessee Healthcare Rehabilitation Hospital Jackson, a partnership with Encompass Health",ChIJORbusyehfogR5B02ra40aUQ,"616 W Forest Ave, Jackson, TN 38301, United States",35.6350042,-88.8283165
Woodland Hills Medical Center,252,Woodland Hills,CA,19.666793007059272,0.07804282939309233,Kaiser Permanente Woodland Hills Medical Center,ChIJw2ldxrCewoARQnTV2MCXIR0,"5601 De Soto Ave, Woodland Hills, CA 91367, United States",34.1712375,-118.5902044
Zucker Hillside Hospital,0,Glen Oaks,NY,0.0,0.07042385596399099,Zucker Hillside Hospital,ChIJ61vGDXpiwokRQqskjyklcRw,"75-59 263rd St, Queens, NY 11004, United States",40.7517757,-73.7108377
375th Medical Group - Scott Air Force Base Medical Center,0,Scott Air Force Base,IL,0.0,0.06781700267042287,375 Medical Group,ChIJFS1LYL4FdogR3F57Bdk2TLU,"310 W Losey St, Scott AFB, IL 62225, United States",38.543526,-89.87197160000001
60th Medical Group - David Grant USAF Medical Center,0,Travis Air Force Base,CA,0.0,0.07804282939309233,David Grant USAF Medical Center,ChIJHxCr3kM-hYARMb7VuOJFcz4,"101 Bodin Cir, Fairfield, CA 94533, United States",38.2699948,-121.9637079
633d Medical Group -Langley Air Force Base,0,Hampton,VA,0.0,0.0664408805657934,Langley AFB Hospital,ChIJEbWjzHaEuokRkrymPowg5LY,"Langley Air Force Base, 77 Nealy Ave, Hampton, VA 23665, United States",37.0738311,-76.3580187
81st Medical Group - Keesler Medical Center,0,Keesler Air Force Base,MS,0.0,0.06544123904348566,Keesler Medical Center,ChIJq9BTXGYOnIgRQc0oIhsLz3Q,"500 Fisher St, Biloxi, MS 39534, United States",30.4123154,-88.9106724
88th Medical Group - Wright-Patterson Air Force Base Medical Center,0,Wright-Patterson AirForce Base,OH,0.0,0.07704251595053921,Wright-Patterson Medical Center,ChIJAQAAAJydQIgR7Icr65BeXGg,"4881 Sugar Maple Dr, Wright-Patterson AFB, OH 45433, United States",39.80522759999999,-84.0370421
96th Medical Group - United States Air Force Eglin Regional Hospital,0,Eglin Air Force Base,FL,0.0,0.06904567242180862,96th Medical Group,ChIJKZLnsk1AkYgRfb5XDShR8Fo,"307 Boatner Rd, Eglin AFB, FL 32542, United States",30.450546,-86.5433477
A.O. Fox Hospital,191,Oneonta,NY,13.450956489122278,0.07042385596399099,Bassett Healthcare Network A.O. Fox Hospital,ChIJhQJBnYOL24kR67upfw1h2po,"1 Norton Ave, Oneonta, NY 13820, United States",42.4578897,-75.05229159999999
Abbeville Area Medical Center,25,Abbeville,SC,1.7602760053420388,0.07041104021368155,Abbeville Area Medical Center,ChIJX-I3Cjb794gRl9Jl5OEE4xc,"420 Thomson Cir, Abbeville, SC 29620, United States",34.1576213,-82.381591
Abbeville General Hospital,60,Abbeville,LA,3.3786940184827867,0.05631156697471311,Abbeville General Hospital,ChIJ2WADicxnI4YRzjb0z3UfpBA,"118 N Hospital Dr, Abbeville, LA 70510, United States",29.97363709999999,-92.1080341
Abbott Northwestern Hospital,686,Minneapolis,MN,34.95513948228198,0.050955013822568486,Abbott Northwestern Hospital,ChIJp5pK-6oys1IRm0KMXmZNRno,"800 E 28th St, Minneapolis, MN 55407, United States",44.9540802,-93.2615615
Abilene Regional Medical Center,196,Abilene,TX,13.955117592957563,0.07119957955590593,Abilene Regional Medical Center,ChIJgUL1UA2NVoYRQpeqqE2wJAk,"6250 US-83, Abilene, TX 79606, United States",32.3746583,-99.744019
Abington - Lansdale Hospital,140,Lansdale,PA,9.88864664650585,0.07063319033218464,Abington - Lansdale Hospital - Jefferson Health,ChIJs50JId6jxokRcoAq5PzctBs,"100 Medical Campus Dr, Lansdale, PA 19446, United States",40.2504291,-75.2714862
Abington Hospital - Jefferson Health,638,Abington,PA,45.06397543193379,0.07063319033218464,Abington Hospital - Jefferson Health,ChIJQWadklCwxokRzB2oW-vqCEQ,"1200 Old York Rd, Abington, PA 19001, United States",40.1190688,-75.11990639999999
Abraham Lincoln Memorial Hospital,25,Lincoln,IL,1.6954250667605717,0.06781700267042287,Abraham Lincoln Memorial Hospital,ChIJyee8FdonC4gRLoOGJcblgrw,"200 Stahlhut Dr, Lincoln, IL 62656, United States",40.1536794,-89.3898416
Abrazo Arizona Heart Hospital,0,Phoenix,AZ,0.0,0.0800122249388753,Abrazo Arizona Heart Hospital,ChIJUboBaY8NK4cRbr1hU0jXf28,"1930 E Thomas Rd, Phoenix, AZ 85016, United States",33.48102,-112.0396914
Abrazo Arrowhead Hospital,262,Glendale,AZ,20.96320293398533,0.0800122249388753,Abrazo Arrowhead Hospital,ChIJR3r8eGdoK4cR7lsJe3VpCM4,"18701 N 67th Ave, Glendale, AZ 85308, United States",33.6545091,-112.2014811
Abrazo Central Campus,160,Phoenix,AZ,12.801955990220046,0.0800122249388753,Abrazo Central Campus,ChIJiQ50XdNsK4cRqnNOM1rQ5DA,"2000 W Bethany Home Rd, Phoenix, AZ 85015, United States",33.5250095,-112.102
Abrazo Mesa Hospital,0,Mesa,AZ,0.0,0.0800122249388753,Abrazo Mesa Hospital,ChIJVftB5_OvK4cRhco3ifowtzg,"5750 E Baseline Rd, Mesa, AZ 85206, United States",33.3794111,-111.70877
Abrazo Scottsdale Campus,127,Phoenix,AZ,10.161552567237164,0.0800122249388753,Abrazo Scottsdale Campus,ChIJD5m5hndxK4cRMNxDBS82XWI,"3929 E Bell Rd, Phoenix, AZ 85032, United States",33.6393068,-111.9979775
Abrazo West Campus,179,Goodyear,AZ,14.322188264058681,0.0800122249388753,Abrazo West Campus,ChIJ_3qLcbw4K4cRVt9rvBJ74g4,"13677 W McDowell Rd, Goodyear, AZ 85395, United States",33.4625907,-112.3520988
Abrom Kaplan Memorial Hospital,35,Kaplan,LA,1.9709048441149588,0.05631156697471311,Abrom Kaplan Memorial Hospital,ChIJ2Q6263taI4YRUGJU6ESlWwI,"1310 W 7th St, Kaplan, LA 70548, United States",30.008074,-92.297071
Acadia Extended Care Hospital,0,Crowley,LA,0.0,0.05631156697471311,Acadia Extended Care Hospital,ChIJV-x86gW2JIYR9Ge2Ufl4urg,"1305 Crowley Rayne Hwy 2nd floor, Crowley, LA 70526, United States",30.2260268,-92.3635786
Acadia General Hospital,140,Crowley,LA,7.883619376459834,0.05631156697471311,Acadia General Hospital,ChIJt2heUEqpJIYRrqZT1yQgocE,"1305 Crowley Rayne Hwy, Crowley, LA 70526, United States",30.2260219,-92.3633674
Acadia-Saint Landry Hospital,25,Church Point,LA,1.4077891743678277,0.05631156697471311,Acadia St. Landry Hospital,ChIJ7_M0IBO8JIYRN03aHc1Fhz4,"810 S Broadway St, Church Point, LA 70525, United States",30.3955347,-92.2110636
Acadian Medical Center,52,Eunice,LA,2.9282014826850817,0.05631156697471311,Acadian Medical Center,ChIJFxb8m_y1JIYRO-2xw1SEKZs,"3501 US-190, Eunice, LA 70535, United States",30.4966648,-92.386265
Accel Rehabilitation Hospital of Plano,149,Plano,TX,10.608737353829985,0.07119957955590593,Accel Rehab Hosp. of Plano,ChIJNYPOg4wkTIYRyj8-C9H_URg,"2301 Marsh Ln STE 200, Plano, TX 75093, United States",33.0315319,-96.8541169
Access Hospital Dayton,52,Dayton,OH,4.006210829428039,0.07704251595053921,Access Hospital Dayton,ChIJWaLlBGaEQIgR-JL2kbm4h00,"2611 Wayne Ave, Dayton, OH 45420, United States",39.735918,-84.154249
Acoma-Canoncito-Laguna Hospital,6,Acoma,NM,0.4533443435177539,0.07555739058629232,Acoma-Canoncito-Laguna Hospital-Urgent Care,ChIJ3Tk1cPa7I4cR2oeogKYQ_WY,"80 Veterans Blvd, Acoma Pueblo, NM 87034, United States",35.0682101,-107.5715964
